No,Number Per One Dimension,Gender,Size,Horizational Distance (CM),Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Width of shoulders,Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Senor 3
4756,16,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,652,585,647
4757,17,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,640,588,650
4758,18,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,640,579,647
4759,19,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,643,575,645
4760,20,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,648,585,650
4761,21,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,645,561,644
4762,22,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,627,582,655
4763,23,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,636,581,648
4764,24,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,638,584,646
4765,25,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,643,572,645
4766,26,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,632,578,651
4767,27,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,640,573,652
4768,28,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,651,578,650
4769,29,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,646,574,649
4770,30,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,640,579,651
4771,31,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,638,581,646
4772,32,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,639,566,642
4773,33,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,633,572,642
4774,34,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,635,575,646
4775,35,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,649,575,652
4776,36,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,639,572,651
4777,37,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,631,574,647
4778,38,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,642,581,642
4779,39,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,649,588,650
4780,40,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,635,587,648
4781,41,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,635,563,649
4782,42,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,642,566,645
4783,43,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,634,571,643
4784,44,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,639,587,646
4785,45,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,643,576,647
4786,46,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,643,576,644
4787,47,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,649,572,644
4788,48,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,633,567,644
4789,49,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,649,558,646
4790,50,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,639,559,648
4791,51,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,654,576,646
4792,52,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,636,587,650
4793,53,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,649,559,643
4794,54,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,644,577,644
4795,55,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,637,564,643
4796,56,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,637,577,642
4797,57,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,642,575,647
4798,58,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,636,575,648
4799,59,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,622,577,646
4800,60,Male,S,65,31,29.5,47,50,40,68,Acceptable Round Shoulder,Neck Extension,645,579,649
4801,1,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),631,499,659
4802,2,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),630,504,658
4803,3,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),631,502,653
4804,4,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),630,498,653
4805,5,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),641,503,656
4806,6,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),640,515,650
4807,7,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),631,492,656
4808,8,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),630,512,652
4809,9,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),636,505,663
4810,10,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),636,505,664
4811,11,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),632,517,657
4812,12,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),629,504,652
4813,13,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),640,510,658
4814,14,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),619,501,649
4815,15,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),627,505,645
4816,16,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),618,493,650
4817,17,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),630,504,653
4818,18,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),625,510,654
4819,19,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),620,510,652
4820,20,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),626,494,647
4821,21,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),628,514,649
4822,22,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),630,504,653
4823,23,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),625,501,652
4824,24,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),625,497,653
4825,25,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),632,507,650
4826,26,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),619,509,649
4827,27,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),616,505,646
4828,28,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),633,507,652
4829,29,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),617,503,647
4830,30,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),637,497,649
4831,31,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),621,505,654
4832,32,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),621,505,647
4833,33,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),626,504,650
4834,34,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),622,508,648
4835,35,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),621,501,650
4836,36,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),621,499,646
4837,37,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),623,493,644
4838,38,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),617,496,649
4839,39,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),621,511,644
4840,40,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),633,501,652
4841,41,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),624,500,647
4842,42,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),611,495,653
4843,43,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),624,496,645
4844,44,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),619,502,646
4845,45,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),623,509,647
4846,46,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),609,494,650
4847,47,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),612,497,647
4848,48,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),616,491,647
4849,49,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),631,497,648
4850,50,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),613,498,648
4851,51,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),624,497,646
4852,52,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),616,502,656
4853,53,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),627,507,654
4854,54,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),626,506,651
4855,55,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),617,496,646
4856,56,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),619,490,641
4857,57,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),627,507,654
4858,58,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),626,506,651
4859,59,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),617,496,646
4860,60,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Extreme),619,490,641
4861,1,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,567,665
4862,2,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),658,556,670
4863,3,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),667,567,662
4864,4,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),669,537,663
4865,5,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,548,666
4866,6,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),658,549,665
4867,7,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),660,535,665
4868,8,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),656,543,668
4869,9,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),665,537,663
4870,10,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),652,545,668
4871,11,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),659,553,662
4872,12,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),662,543,667
4873,13,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),650,561,665
4874,14,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),656,550,657
4875,15,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),654,549,663
4876,16,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,556,656
4877,17,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),657,549,663
4878,18,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),653,556,669
4879,19,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),660,556,663
4880,20,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),655,557,659
4881,21,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),662,561,669
4882,22,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),651,547,659
4883,23,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),644,557,662
4884,24,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,543,663
4885,25,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),661,557,664
4886,26,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),654,542,659
4887,27,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),661,564,665
4888,28,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),653,576,659
4889,29,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),671,558,666
4890,30,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),648,555,664
4891,31,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),651,549,665
4892,32,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),656,560,663
4893,33,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),656,540,662
4894,34,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),653,558,664
4895,35,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),659,551,663
4896,36,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),651,552,666
4897,37,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),662,549,670
4898,38,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),663,552,664
4899,39,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,556,659
4900,40,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),657,556,667
4901,41,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),664,545,666
4902,42,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),652,541,666
4903,43,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),662,554,668
4904,44,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),661,555,663
4905,45,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),660,546,665
4906,46,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),656,552,659
4907,47,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),659,552,668
4908,48,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),659,551,670
4909,49,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),669,539,661
4910,50,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),660,561,664
4911,51,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),646,549,662
4912,52,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),665,560,666
4913,53,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),657,552,664
4914,54,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),657,554,665
4915,55,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),651,563,660
4916,56,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),652,536,666
4917,57,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),660,544,664
4918,58,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),642,535,664
4919,59,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),654,566,666
4920,60,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Poking Chin (Acceptable),659,567,659
4921,1,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),700,621,679
4922,2,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),696,614,682
4923,3,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,601,682
4924,4,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),706,614,677
4925,5,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),694,612,679
4926,6,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),681,609,675
4927,7,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),695,628,673
4928,8,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),698,613,679
4929,9,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),685,621,675
4930,10,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),697,622,680
4931,11,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),698,623,680
4932,12,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),694,603,680
4933,13,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,599,678
4934,14,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),693,616,682
4935,15,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),695,599,679
4936,16,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),692,618,673
4937,17,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),694,613,677
4938,18,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),689,601,674
4939,19,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),703,615,674
4940,20,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),679,608,676
4941,21,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),708,610,675
4942,22,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),683,624,681
4943,23,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),705,599,681
4944,24,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),692,597,677
4945,25,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),690,607,677
4946,26,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),681,594,672
4947,27,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,587,672
4948,28,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),696,606,678
4949,29,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),679,591,678
4950,30,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),688,601,676
4951,31,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),694,595,682
4952,32,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),696,601,677
4953,33,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),689,600,679
4954,34,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),693,609,675
4955,35,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,598,676
4956,36,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),689,600,681
4957,37,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),695,590,683
4958,38,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),690,601,677
4959,39,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),697,608,679
4960,40,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),693,616,672
4961,41,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),684,612,679
4962,42,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),695,581,680
4963,43,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),683,608,677
4964,44,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),684,616,674
4965,45,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),681,602,675
4966,46,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),677,603,674
4967,47,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),690,604,677
4968,48,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),693,590,679
4969,49,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),694,602,678
4970,50,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),701,598,678
4971,51,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),692,607,676
4972,52,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),683,591,685
4973,53,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),686,598,671
4974,54,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),686,613,688
4975,55,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),695,606,682
4976,56,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,597,681
4977,57,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),698,608,675
4978,58,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),691,594,681
4979,59,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),685,602,679
4980,60,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neutral Position(Best Position),690,599,676
4981,1,Male,S,65,31,29.5,47,50,40,68,Normal Shoulder,Neck Extension,714,672,684
